customer_id,first_name,last_name,email,city,state,zip,signup_date,is_active,age,full_name
e56bf5be-df6e-449d-998e-4737a9459671,Kai,Brown,kai.brown@fourtwenty-analytics.dev,Columbus,IN,39989,2023-10-16,1,61,Kai Brown
9b1cee67-5c87-4eb6-9753-294a87144d22,Harper,Rodriguez,harper.rodriguez@fourtwenty-analytics.dev,Cincinnati,OH,62899,2024-10-11,1,53,Harper Rodriguez
48979bc6-7b52-437a-9cae-9d456699ddc7,Blake,Smith,blake.smith@fourtwenty-analytics.dev,Columbus,MI,81795,2025-01-29,1,72,Blake Smith
712318b2-a3fe-49e5-8ea4-8856bccfd212,Charlie,Smith,charlie.smith@fourtwenty-analytics.dev,Cincinnati,IN,43144,2023-02-06,0,36,Charlie Smith
655bc53e-825c-4d06-a7a9-ed82131ba60f,Riley,Jones,riley.jones@fourtwenty-analytics.dev,Cincinnati,OH,95747,2023-08-04,1,31,Riley Jones
18a0e83b-b7a7-4197-965b-52415f1052e2,Peyton,Moore,peyton.moore@fourtwenty-analytics.dev,Cleveland,IN,35765,2025-06-04,1,40,Peyton Moore
92c9a536-e59c-44a0-91a5-4cef09a7a0fc,Riley,Smith,riley.smith@fourtwenty-analytics.dev,Columbus,PA,67600,2025-04-01,1,49,Riley Smith
da82fcd4-b473-48b7-aed0-4788025d0ba1,Kai,Miller,kai.miller@fourtwenty-analytics.dev,Cincinnati,OH,70465,2023-08-16,1,76,Kai Miller
733548e0-a2b9-4276-9989-c553649ce24b,Peyton,Martinez,peyton.martinez@fourtwenty-analytics.dev,Cincinnati,IL,51424,2023-12-03,1,26,Peyton Martinez
fc684172-78f3-4470-850b-990df58e59b4,Kai,Lopez,kai.lopez@fourtwenty-analytics.dev,Cincinnati,MO,74836,2025-08-19,1,51,Kai Lopez
1695b248-3767-4adc-b68a-913b77983ff9,Finley,Jackson,finley.jackson@fourtwenty-analytics.dev,Cincinnati,TN,65975,2023-12-20,1,58,Finley Jackson
3dfaf38b-4a7b-4d9c-bf13-8e5823884d6f,Riley,Martin,riley.martin@fourtwenty-analytics.dev,Cincinnati,TN,19468,2023-09-18,1,73,Riley Martin
922ccd40-8e46-472b-aafe-ed70e05e66c9,Avery,Taylor,avery.taylor@fourtwenty-analytics.dev,Dayton,IL,83187,2024-03-17,1,60,Avery Taylor
7aa7a884-56fe-4719-b0d6-faa397389f51,Skyler,Hernandez,skyler.hernandez@fourtwenty-analytics.dev,Columbus,MI,88769,2023-11-13,1,59,Skyler Hernandez
998ce04e-8682-47cd-91d3-f06f9da06a94,Quinn,Martinez,quinn.martinez@fourtwenty-analytics.dev,Cincinnati,WV,91745,2025-02-05,0,56,Quinn Martinez
7d9cf224-f3ad-4c11-9618-8982a2ab5562,Quinn,Moore,quinn.moore@fourtwenty-analytics.dev,Cincinnati,IL,29655,2025-03-15,1,59,Quinn Moore
1112a809-52a4-48f6-9fb0-0c84df9e4512,Sawyer,Anderson,sawyer.anderson@fourtwenty-analytics.dev,Dayton,MO,55521,2025-03-23,0,39,Sawyer Anderson
89655fee-8223-43c1-8690-b5cdd756ca9a,Casey,Martinez,casey.martinez@fourtwenty-analytics.dev,Dayton,TN,86514,2023-04-06,1,48,Casey Martinez
81467008-e28a-4332-91d5-e810a1a5a100,Logan,Garcia,logan.garcia@fourtwenty-analytics.dev,Cincinnati,OH,84537,2024-05-01,1,27,Logan Garcia
f8d90499-1e09-4540-ad07-ed4c9a4e9a9b,Sawyer,Wilson,sawyer.wilson@fourtwenty-analytics.dev,Columbus,WV,96135,2024-02-14,1,18,Sawyer Wilson
845863fe-c714-4b2b-a573-e5bee6291825,Dakota,Wilson,dakota.wilson@fourtwenty-analytics.dev,Cincinnati,MO,17334,2023-02-21,1,33,Dakota Wilson
e7ce2555-b234-43ad-8770-194dc53e8062,Sawyer,Jones,sawyer.jones@fourtwenty-analytics.dev,Dayton,MO,52162,2023-11-21,0,74,Sawyer Jones
cb3d303c-c722-492f-813d-f03cad8c6f43,Skyler,Taylor,skyler.taylor@fourtwenty-analytics.dev,Columbus,MO,15616,2025-07-07,1,78,Skyler Taylor
9dc9dc9d-a08e-4e27-9fc0-2e3fded00b24,Sawyer,Rodriguez,sawyer.rodriguez@fourtwenty-analytics.dev,Columbus,MI,97424,2025-03-07,1,48,Sawyer Rodriguez
6fb9a7c5-5b5a-4d10-a7f9-c5ccfb59d24d,Kai,Anderson,kai.anderson@fourtwenty-analytics.dev,Columbus,IL,39989,2023-12-10,1,28,Kai Anderson
15750f59-9e96-49f1-b5f7-1dc7a6aa6980,Emerson,Jones,emerson.jones@fourtwenty-analytics.dev,Cincinnati,IN,54891,2023-08-08,1,70,Emerson Jones
eb977643-7c0b-4879-9f03-bc2ca9da6a18,Morgan,Moore,morgan.moore@fourtwenty-analytics.dev,Cincinnati,IL,43167,2024-02-03,0,20,Morgan Moore
de8fc096-c955-4a5b-930d-ccb4577a1fc2,Jesse,Gonzalez,jesse.gonzalez@fourtwenty-analytics.dev,Cincinnati,PA,90137,2025-02-10,1,71,Jesse Gonzalez
7016932c-3dd4-45f3-9c72-0bbf1483974f,Charlie,Moore,charlie.moore@fourtwenty-analytics.dev,Cincinnati,MI,65975,2024-05-12,1,61,Charlie Moore
6819ba76-c259-4306-b119-0e4cd98eee05,Quinn,Miller,quinn.miller@fourtwenty-analytics.dev,Cleveland,TN,90369,2023-01-28,0,21,Quinn Miller
d1091aea-ab97-4a1e-822a-271025d47d89,Casey,Wilson,casey.wilson@fourtwenty-analytics.dev,Columbus,IN,36862,2023-09-24,1,45,Casey Wilson
c55910fb-86fa-4821-8b4a-05a6a6039e92,Sawyer,Hernandez,sawyer.hernandez@fourtwenty-analytics.dev,Columbus,WV,16007,2025-02-09,0,71,Sawyer Hernandez
f4676312-f2e4-455a-87a0-7fd6afd6946b,Kai,Williams,kai.williams@fourtwenty-analytics.dev,Cincinnati,MO,96019,2025-09-01,1,26,Kai Williams
76932c55-257f-4d4d-bf30-dba6364b7615,Blake,Smith,blake.smith@fourtwenty-analytics.dev,Cincinnati,OH,67341,2023-06-06,1,78,Blake Smith
be741147-a0f1-4ab9-bee2-c7f4af6cea25,Dakota,Jackson,dakota.jackson@fourtwenty-analytics.dev,Cincinnati,MI,97424,2024-01-13,1,32,Dakota Jackson
3d0dd90c-898c-43ba-95c8-cf2e7d7ddf06,Finley,Martinez,finley.martinez@fourtwenty-analytics.dev,Dayton,MI,64726,2024-11-24,0,66,Finley Martinez
0ab139d8-2865-4a9f-8470-caa260631083,Quinn,Davis,quinn.davis@fourtwenty-analytics.dev,Dayton,IL,96998,2024-12-14,1,33,Quinn Davis
adf072e2-ab75-47c9-a251-c398ffbf8b59,Jesse,Johnson,jesse.johnson@fourtwenty-analytics.dev,Cincinnati,PA,93256,2024-06-02,1,19,Jesse Johnson
9e1a80c2-ec56-4c79-b2fd-6ea941b2cb8b,Riley,Thomas,riley.thomas@fourtwenty-analytics.dev,Cincinnati,PA,51304,2025-07-01,0,37,Riley Thomas
0299d1be-0041-4d8a-8765-fa429213bcdd,Riley,Miller,riley.miller@fourtwenty-analytics.dev,Cleveland,MI,35181,2025-04-07,0,79,Riley Miller
65524fde-190c-4846-aa71-cba5a240f714,Sawyer,Wilson,sawyer.wilson@fourtwenty-analytics.dev,Cincinnati,IL,55626,2023-10-13,0,49,Sawyer Wilson
4e960626-85ca-4d47-8896-91fc7e8906cd,Sawyer,Jackson,sawyer.jackson@fourtwenty-analytics.dev,Cincinnati,WI,16610,2023-07-06,1,63,Sawyer Jackson
1efc9f44-01b3-477a-a6f1-8586ab9b911c,Kai,Hernandez,kai.hernandez@fourtwenty-analytics.dev,Columbus,MI,53745,2023-01-11,1,42,Kai Hernandez
2af25849-6371-4902-9abb-95e9914bf175,Casey,Garcia,casey.garcia@fourtwenty-analytics.dev,Cincinnati,IL,60518,2024-05-02,1,80,Casey Garcia
d523ce55-4d5e-46fc-9fa0-3345a2a4a856,Sawyer,Smith,sawyer.smith@fourtwenty-analytics.dev,Cincinnati,WV,21250,2023-09-07,1,65,Sawyer Smith
62be4339-e8e3-42b1-a5d2-6554b3151e90,Taylor,Moore,taylor.moore@fourtwenty-analytics.dev,Cincinnati,MO,74836,2023-12-27,1,52,Taylor Moore
e00faae5-8244-4bbe-aef3-927363db68fc,Logan,Rodriguez,logan.rodriguez@fourtwenty-analytics.dev,Cincinnati,IL,79264,2023-05-03,1,41,Logan Rodriguez
dfcadc84-794e-48b8-90a1-f3f1985c4a3f,Harper,Davis,harper.davis@fourtwenty-analytics.dev,Cincinnati,TN,68236,2024-06-21,1,30,Harper Davis
17d1dfdf-c3c7-45fe-86f4-c859b2e4231e,Harper,Martinez,harper.martinez@fourtwenty-analytics.dev,Cincinnati,MI,84839,2024-12-26,1,53,Harper Martinez
8d4451c5-da98-4be3-b890-6811853ecff4,Blake,Johnson,blake.johnson@fourtwenty-analytics.dev,Dayton,IN,62742,2025-06-08,1,31,Blake Johnson
fdaded38-09be-49e8-b512-63f039a2f6d9,Avery,Jackson,avery.jackson@fourtwenty-analytics.dev,Cincinnati,WI,13219,2023-07-08,0,50,Avery Jackson
f423a19a-e6d9-425b-93cf-3ec39b7b48f4,Taylor,Brown,taylor.brown@fourtwenty-analytics.dev,Cincinnati,KY,64726,2024-10-06,1,37,Taylor Brown
c65ae189-bde4-46ce-a7f3-ab6594ddf7c7,Emerson,Jackson,emerson.jackson@fourtwenty-analytics.dev,Cincinnati,IL,25536,2024-07-25,1,46,Emerson Jackson
2980afcd-bc5c-42ce-9eb5-69d7ef9d6524,Alex,Gonzalez,alex.gonzalez@fourtwenty-analytics.dev,Cleveland,MI,91523,2024-03-15,1,25,Alex Gonzalez
cd9496e3-f4b5-4e98-8bbb-dd84a0685a76,Skyler,Brown,skyler.brown@fourtwenty-analytics.dev,Dayton,MI,59683,2023-03-25,1,40,Skyler Brown
948be14c-9359-45e1-9c07-0fdf22e379e4,Charlie,Williams,charlie.williams@fourtwenty-analytics.dev,Cincinnati,WI,60518,2024-08-31,1,22,Charlie Williams
5e21e31c-c212-4b25-932e-85ebb6a8dcc2,Jordan,Martinez,jordan.martinez@fourtwenty-analytics.dev,Columbus,WI,62263,2024-12-04,1,51,Jordan Martinez
986ea43b-e18c-4ebf-9d68-a4e03746251b,Jesse,Davis,jesse.davis@fourtwenty-analytics.dev,Cincinnati,IL,39503,2023-06-02,0,36,Jesse Davis
e28a42f4-a8e1-4ee2-a4e3-7845cccffc42,Casey,Johnson,casey.johnson@fourtwenty-analytics.dev,Columbus,TN,59648,2025-04-24,1,54,Casey Johnson
5000166f-95d5-4c74-b128-0834e02382c7,Sawyer,Brown,sawyer.brown@fourtwenty-analytics.dev,Dayton,WV,39989,2024-05-27,1,74,Sawyer Brown
742b299c-3d70-4a5d-8bba-5d712c929f25,Casey,Martin,casey.martin@fourtwenty-analytics.dev,Columbus,PA,13963,2023-09-14,1,47,Casey Martin
83df65f1-ab41-48c3-bd36-e59dab7b0fb7,Jesse,Jackson,jesse.jackson@fourtwenty-analytics.dev,Cleveland,MI,64726,2023-02-11,1,40,Jesse Jackson
ccf76755-b967-4753-ba07-07faeaae414c,Taylor,Taylor,taylor.taylor@fourtwenty-analytics.dev,Cleveland,IN,71500,2024-03-22,1,80,Taylor Taylor
847142c9-ff84-41a1-991c-5c18b99f061b,Casey,Thomas,casey.thomas@fourtwenty-analytics.dev,Cincinnati,PA,59834,2023-04-18,0,60,Casey Thomas
b0756ace-20e3-415b-93a8-5e22c2eec0da,Riley,Thomas,riley.thomas@fourtwenty-analytics.dev,Dayton,WV,68236,2024-07-17,1,29,Riley Thomas
d1442c0d-9b5f-42c1-a88c-8e04bfb95e01,Morgan,Rodriguez,morgan.rodriguez@fourtwenty-analytics.dev,Cincinnati,WV,38016,2025-04-24,0,77,Morgan Rodriguez
1ca12fd0-439a-4ef4-92c3-2cb064e2b211,Riley,Johnson,riley.johnson@fourtwenty-analytics.dev,Cincinnati,TN,93819,2024-05-25,1,24,Riley Johnson
7378982c-c153-4c1e-bd9e-523cb4a99715,Harper,Rodriguez,harper.rodriguez@fourtwenty-analytics.dev,Cincinnati,MI,55772,2025-06-20,1,33,Harper Rodriguez
43d70edb-fb7d-4e8f-9568-7ba18c1816a3,Avery,Martin,avery.martin@fourtwenty-analytics.dev,Columbus,MI,39025,2023-01-15,1,29,Avery Martin
fbdfd899-c7e9-4f48-9a11-b041fe2d7d07,Jordan,Brown,jordan.brown@fourtwenty-analytics.dev,Cleveland,IN,98717,2025-08-13,1,83,Jordan Brown
7e4541ee-4068-489f-b39e-86fc83a6bcad,Kai,Wilson,kai.wilson@fourtwenty-analytics.dev,Cleveland,IL,47683,2024-07-18,1,42,Kai Wilson
e804a9c9-7e00-47f2-af3e-3787c02bedec,Skyler,Taylor,skyler.taylor@fourtwenty-analytics.dev,Columbus,MI,41853,2025-03-19,0,61,Skyler Taylor
ed131502-065f-4e00-8c0a-172d3e845ee5,Alex,Rodriguez,alex.rodriguez@fourtwenty-analytics.dev,Cincinnati,MI,91523,2024-08-16,0,80,Alex Rodriguez
6cc9ce04-2556-4701-bc6b-fc02633724c2,Emerson,Anderson,emerson.anderson@fourtwenty-analytics.dev,Cincinnati,PA,39025,2025-02-20,1,76,Emerson Anderson
f00daac9-e10f-41b9-b772-d08283610a09,Morgan,Davis,morgan.davis@fourtwenty-analytics.dev,Dayton,IL,49491,2024-02-25,1,78,Morgan Davis
441b9557-b20a-4846-8a9b-6c3a713a05f5,Quinn,Gonzalez,quinn.gonzalez@fourtwenty-analytics.dev,Cincinnati,OH,42293,2024-05-29,0,60,Quinn Gonzalez
1b52ef86-bd15-437c-adbb-3a5485933c24,Dakota,Anderson,dakota.anderson@fourtwenty-analytics.dev,Cincinnati,WI,84839,2025-01-09,1,37,Dakota Anderson
9cf87491-c5e9-4802-a5c8-b07b70498abe,Casey,Thomas,casey.thomas@fourtwenty-analytics.dev,Cincinnati,WV,50013,2023-03-24,0,66,Casey Thomas
5c58f6fb-a26f-49a6-9334-9cc09463f83d,Morgan,Thomas,morgan.thomas@fourtwenty-analytics.dev,Cincinnati,KY,35765,2024-10-08,1,54,Morgan Thomas
f92ba022-5012-4690-a9ff-c4d621d56119,Jordan,Williams,jordan.williams@fourtwenty-analytics.dev,Cleveland,KY,89481,2023-06-20,1,21,Jordan Williams
8f1d46c6-7a6d-4d24-9b83-8dcb37fa8815,Blake,Hernandez,blake.hernandez@fourtwenty-analytics.dev,Cincinnati,PA,29655,2023-05-30,1,70,Blake Hernandez
fb41a75e-58c4-4509-8fcd-53a19a8184e6,Jesse,Miller,jesse.miller@fourtwenty-analytics.dev,Cincinnati,TN,44311,2024-09-26,1,81,Jesse Miller
77ee6dfa-e5dd-41bb-9bb5-e062fbfe4b0a,Jesse,Jones,jesse.jones@fourtwenty-analytics.dev,Cincinnati,MI,30390,2023-09-19,1,77,Jesse Jones
7a8fa478-b9d0-4fc6-9b54-c5d9af11b457,Logan,Moore,logan.moore@fourtwenty-analytics.dev,Cincinnati,PA,91523,2023-11-03,1,72,Logan Moore
8031c768-3844-4235-863f-6fb57441128e,Kai,Anderson,kai.anderson@fourtwenty-analytics.dev,Cincinnati,WV,18966,2023-04-20,1,63,Kai Anderson
2baabb62-e939-4b59-a23b-7dd7c0610412,Jesse,Martinez,jesse.martinez@fourtwenty-analytics.dev,Cincinnati,WV,82038,2023-01-09,1,24,Jesse Martinez
7b012521-6f1d-4bef-8d08-a9e36fb38ba6,Skyler,Thomas,skyler.thomas@fourtwenty-analytics.dev,Columbus,IL,80774,2025-04-01,1,42,Skyler Thomas
250e7aec-1d83-481d-a3ab-663f96b5de13,Skyler,Rodriguez,skyler.rodriguez@fourtwenty-analytics.dev,Dayton,OH,79037,2025-03-18,1,64,Skyler Rodriguez
3759fb88-cf9f-43f1-be94-a90e327ed7d9,Emerson,Williams,emerson.williams@fourtwenty-analytics.dev,Cincinnati,WV,78870,2023-07-25,1,64,Emerson Williams
a6d99bee-7c57-4d22-9ac8-3f64e0a386cb,Alex,Taylor,alex.taylor@fourtwenty-analytics.dev,Columbus,MI,18966,2025-04-05,1,61,Alex Taylor
9cecce11-73e0-4f1c-9898-a7a71d5a0c42,Dakota,Anderson,dakota.anderson@fourtwenty-analytics.dev,Cincinnati,IL,91745,2025-01-11,1,68,Dakota Anderson
02d17727-b039-4a42-9ed0-cc62999cbccf,Charlie,Lopez,charlie.lopez@fourtwenty-analytics.dev,Columbus,OH,66645,2024-07-03,1,65,Charlie Lopez
168ee4c6-1bff-4843-9b95-6a18e6a41116,Kai,Jackson,kai.jackson@fourtwenty-analytics.dev,Columbus,PA,12336,2024-11-22,1,21,Kai Jackson
c9053680-1bf7-459f-b85c-1aaeaa0b3dce,Skyler,Moore,skyler.moore@fourtwenty-analytics.dev,Cleveland,IL,39503,2023-03-06,1,77,Skyler Moore
f053132b-46bf-4a57-a310-c160e1144275,Logan,Wilson,logan.wilson@fourtwenty-analytics.dev,Cincinnati,OH,33697,2024-05-19,1,48,Logan Wilson
d3a5e90d-6930-4ae2-8ed8-10020d80eccf,Charlie,Jones,charlie.jones@fourtwenty-analytics.dev,Cincinnati,MO,43167,2024-08-24,1,37,Charlie Jones
737533a9-dab9-4d54-96b9-695aed1749c6,Riley,Brown,riley.brown@fourtwenty-analytics.dev,Dayton,MI,93214,2024-12-07,1,74,Riley Brown
9219a6c0-0805-4a18-ab63-35efe33c3b02,Sawyer,Garcia,sawyer.garcia@fourtwenty-analytics.dev,Cincinnati,PA,43144,2025-07-12,0,63,Sawyer Garcia
5610621f-91dd-4790-a8be-7819e5f23f7b,Blake,Gonzalez,blake.gonzalez@fourtwenty-analytics.dev,Cincinnati,KY,47683,2023-04-04,1,20,Blake Gonzalez
57220ddf-b989-4732-8568-8041fb6d84fc,Blake,Hernandez,blake.hernandez@fourtwenty-analytics.dev,Cleveland,TN,17055,2023-03-12,0,44,Blake Hernandez
71531f42-3827-4b3f-b7bc-fd4b84a2d243,Jesse,Davis,jesse.davis@fourtwenty-analytics.dev,Cincinnati,IN,52162,2023-01-03,1,36,Jesse Davis
a8dca280-27e6-4e94-b917-4cb755043ea3,Emerson,Moore,emerson.moore@fourtwenty-analytics.dev,Columbus,KY,59683,2025-06-06,1,19,Emerson Moore
87b43124-f4f4-4cd0-a108-2e8fe9d5827b,Peyton,Garcia,peyton.garcia@fourtwenty-analytics.dev,Cincinnati,MI,96019,2023-05-10,1,32,Peyton Garcia
2b798f16-f1b2-421b-9b7a-734a96ae1e66,Casey,Thomas,casey.thomas@fourtwenty-analytics.dev,Columbus,MO,92467,2023-04-22,1,46,Casey Thomas
e2232aad-d5cf-435d-a5d9-832057c5a10f,Skyler,Johnson,skyler.johnson@fourtwenty-analytics.dev,Cincinnati,OH,24324,2024-05-05,0,72,Skyler Johnson
6e77493a-4727-4199-b1bf-f295f2827ffe,Dakota,Thomas,dakota.thomas@fourtwenty-analytics.dev,Cincinnati,KY,96853,2024-09-14,1,34,Dakota Thomas
eb894c65-79e6-473d-bb5e-0baaa2fa6d0a,Kai,Martin,kai.martin@fourtwenty-analytics.dev,Columbus,WV,52162,2024-06-27,1,82,Kai Martin
ffb274f6-ddd0-4401-bf52-8eda54e25232,Skyler,Wilson,skyler.wilson@fourtwenty-analytics.dev,Columbus,KY,67680,2024-10-28,0,45,Skyler Wilson
4a9afe0c-4dfe-41b2-844c-d704e103df03,Riley,Anderson,riley.anderson@fourtwenty-analytics.dev,Cincinnati,WI,51424,2024-03-01,1,58,Riley Anderson
c8650c86-c2d7-49b2-909c-8a8c80989e1c,Riley,Hernandez,riley.hernandez@fourtwenty-analytics.dev,Cincinnati,IN,41026,2025-08-03,1,29,Riley Hernandez
ab83f2dd-c764-48cb-979f-fcc546adf15c,Casey,Williams,casey.williams@fourtwenty-analytics.dev,Cincinnati,PA,32441,2024-07-23,1,60,Casey Williams
a6a35d09-cfdb-421a-83dc-73620afa8ca2,Dakota,Wilson,dakota.wilson@fourtwenty-analytics.dev,Columbus,WV,79096,2023-02-22,0,57,Dakota Wilson
8fa1849f-aede-4dfb-a4c3-68af58f03df6,Peyton,Brown,peyton.brown@fourtwenty-analytics.dev,Cincinnati,WI,35824,2025-05-17,1,65,Peyton Brown
eb51ac1d-e144-487d-a3c4-ca706972b2e4,Dakota,Rodriguez,dakota.rodriguez@fourtwenty-analytics.dev,Columbus,MO,97424,2025-04-18,1,21,Dakota Rodriguez
decdd810-ad77-4bc9-9ba1-f94736846db8,Skyler,Rodriguez,skyler.rodriguez@fourtwenty-analytics.dev,Cincinnati,MI,69662,2023-12-26,1,36,Skyler Rodriguez
9397f5d7-0008-499d-b506-a2b6528bcbf4,Jesse,Gonzalez,jesse.gonzalez@fourtwenty-analytics.dev,Cincinnati,OH,62899,2025-02-03,1,66,Jesse Gonzalez
04929e92-04a6-47dc-8733-d703f6a668dc,Riley,Anderson,riley.anderson@fourtwenty-analytics.dev,Cincinnati,MI,79096,2023-11-29,1,28,Riley Anderson
2c5af97f-01c6-4d44-97d3-5d674308fa13,Blake,Jones,blake.jones@fourtwenty-analytics.dev,Columbus,OH,28883,2023-03-25,1,72,Blake Jones
1c8eafe6-3486-433b-ad1c-765679d889e4,Taylor,Martin,taylor.martin@fourtwenty-analytics.dev,Cincinnati,IL,93819,2024-06-08,1,73,Taylor Martin
